"","sample","interval_score","dispersion","underprediction","overprediction","coverage_deviation","bias","ae_median","rs_cir","base","week","dt_event","Median","LI","LS","LIb","LSb","casos","cov_50","cov_95"
"1578",2389,2.26,0.26,2,0,-0.18,-0.95,4,"ITAPEVA",2022-07-20,9,2022-07-06,2,1,7,1,3,6,0,1
"1579",2452,2.59,0.39,2.2,0,-0.18,-0.95,5,"ITAPEVA",2022-07-20,10,2022-07-13,2,0,9,1,4,7,0,1
"1580",2515,2.62,0.42,2.2,0,-0.18,-0.95,5,"ITAPEVA",2022-07-20,11,2022-07-20,2,0,12,1,4,7,0,1
"1581",1318,1.64,0.24,1.4,0,-0.18,-0.95,3,"ITAPEVA",2022-08-10,8,2022-07-20,4,3,7,3,5,7,0,1
"1582",1381,0.27,0.27,0,0,0.42,0,0,"ITAPEVA",2022-08-10,9,2022-07-27,2,0,7,1,3,2,1,1
"1583",1444,0.4,0.4,0,0,0.42,0,0,"ITAPEVA",2022-08-10,10,2022-08-03,3,1,11,2,5,3,1,1
"1584",1507,0.73,0.53,0,0.2,0.22,0.5,1,"ITAPEVA",2022-08-10,11,2022-08-10,2,0,13,1,5,1,1,1
"1585",2578,0.33,0.13,0.2,0,0.22,-0.5,1,"ITAPEVA",2022-08-24,8,2022-08-03,2,2,5,2,3,3,1,1
"1586",2641,0.13,0.13,0,0,0.42,0,0,"ITAPEVA",2022-08-24,9,2022-08-10,1,0,3,0,1,1,1,1
"1587",2704,2.64,0.24,2.4,0,-0.58,-1,4,"ITAPEVA",2022-08-24,10,2022-08-17,1,0,4,0,2,5,0,0
"1588",2767,1.05,0.25,0.8,0,-0.18,-0.95,2,"ITAPEVA",2022-08-24,11,2022-08-24,1,0,5,0,2,3,0,1
"1589",310,0.32,0.12,0.2,0,0.22,-0.5,1,"ITAPEVA",2022-11-05,8,2022-10-15,1,1,3,1,2,2,1,1
"1590",373,0.13,0.13,0,0,0.42,0,0,"ITAPEVA",2022-11-05,9,2022-10-22,0,0,3,0,1,0,1,1
"1591",436,0.94,0.14,0.8,0,-0.18,-0.95,2,"ITAPEVA",2022-11-05,10,2022-10-29,0,0,4,0,1,2,0,1
"1592",499,0.34,0.14,0.2,0,0.22,-0.5,1,"ITAPEVA",2022-11-05,11,2022-11-05,0,0,4,0,1,1,1,1
"1593",1570,1.56,0.56,0,1,-0.18,0.95,3,"ITAPEVA",2022-12-10,8,2022-11-19,4,1,17,2,6,1,0,1
"1594",1633,1.73,0.73,0,1,-0.18,0.95,3,"ITAPEVA",2022-12-10,9,2022-11-26,7,3,26,5,10,4,0,1
"1595",1696,1.17,1.17,0,0,0.42,0,0,"ITAPEVA",2022-12-10,10,2022-12-03,6,0,37,3,11,6,1,1
"1596",1759,2.5,2.1,0.4,0,0.22,-0.5,2,"ITAPEVA",2022-12-10,11,2022-12-10,8,0,70,3,17,10,1,1
"1597",2830,0.46,0.26,0,0.2,0.22,0.5,1,"ITAPEVA",2023-01-28,8,2023-01-07,3,2,8,2,4,2,1,1
"1598",2893,0.26,0.26,0,0,0.42,0,0,"ITAPEVA",2023-01-28,9,2023-01-14,3,2,8,2,4,3,1,1
"1599",2956,0.58,0.38,0.2,0,0.22,-0.5,1,"ITAPEVA",2023-01-28,10,2023-01-21,2,0,8,1,4,3,1,1
"1600",3019,1.21,0.41,0,0.8,-0.18,0.95,2,"ITAPEVA",2023-01-28,11,2023-01-28,2,0,11,1,4,0,0,1
"1601",2074,0.12,0.12,0,0,0.42,0,0,"ITAPEVA",2023-02-18,8,2023-01-29,0,0,2,0,1,0,1,1
"1602",2137,0.13,0.13,0,0,0.42,0,0,"ITAPEVA",2023-02-18,9,2023-02-05,1,1,4,1,2,1,1,1
"1603",2200,0.14,0.14,0,0,0.42,0,0,"ITAPEVA",2023-02-18,10,2023-02-12,0,0,4,0,1,0,1,1
"1604",2263,0.46,0.26,0.2,0,0.22,-0.5,1,"ITAPEVA",2023-02-18,11,2023-02-19,1,0,6,0,2,2,1,1
"1605",1066,1.12,0.12,0,1,-0.58,1,1,"ITAPEVA",2023-03-10,8,2023-02-18,2,2,4,2,3,1,0,0
"1606",1129,0.33,0.13,0.2,0,0.22,-0.5,1,"ITAPEVA",2023-03-10,9,2023-02-25,0,0,3,0,1,1,1,1
"1607",1192,0.16,0.16,0,0,0.42,0,0,"ITAPEVA",2023-03-10,10,2023-03-04,0,0,6,0,1,0,1,1
"1608",1255,1.88,0.28,1.6,0,-0.18,-0.95,4,"ITAPEVA",2023-03-10,11,2023-03-11,0,0,8,0,2,4,0,1
"1609",3082,0.17,0.17,0,0,0.42,0,0,"ITAPEVA",2023-04-28,8,2023-04-07,0,0,7,0,1,0,1,1
"1610",3145,0.48,0.28,0,0.2,0.22,0.5,1,"ITAPEVA",2023-04-28,9,2023-04-14,1,0,8,0,2,0,1,1
"1611",3208,0.6,0.4,0,0.2,0.22,0.5,1,"ITAPEVA",2023-04-28,10,2023-04-21,1,0,10,0,3,0,1,1
"1612",3271,0.62,0.42,0,0.2,0.22,0.5,1,"ITAPEVA",2023-04-28,11,2023-04-28,1,0,12,0,3,0,1,1
"1613",52,0.62,0.02,0.6,0,-0.18,-0.95,1,"JALES",2022-05-04,8,2022-04-13,0,0,2,0,0,1,0,1
"1614",115,0.02,0.02,0,0,0.42,0,0,"JALES",2022-05-04,9,2022-04-20,1,1,3,1,1,1,1,1
"1615",178,0.94,0.14,0.8,0,-0.18,-0.95,2,"JALES",2022-05-04,10,2022-04-27,0,0,4,0,1,2,0,1
"1616",241,0.45,0.25,0.2,0,0.22,-0.5,1,"JALES",2022-05-04,11,2022-05-04,1,0,5,0,2,2,1,1
"1617",808,0.49,0.29,0,0.2,0.22,0.5,1,"JALES",2022-06-08,8,2022-05-18,7,6,15,6,8,6,1,1
"1618",871,2.02,0.42,1.6,0,-0.18,-0.95,4,"JALES",2022-06-08,9,2022-05-25,3,1,13,2,5,7,0,1
"1619",934,0.93,0.73,0,0.2,0.22,0.5,1,"JALES",2022-06-08,10,2022-06-01,5,0,23,3,8,4,1,1
"1620",997,2.29,1.09,0,1.2,-0.18,0.95,4,"JALES",2022-06-08,11,2022-06-08,7,1,30,4,12,3,0,1
"1621",1816,0.43,0.43,0,0,0.42,0,0,"JALES",2022-06-12,8,2022-05-22,8,7,20,7,10,8,1,1
"1622",1879,0.53,0.53,0,0,0.42,0,0,"JALES",2022-06-12,9,2022-05-29,5,2,15,3,7,5,1,1
"1623",1942,1.86,0.86,0,1,-0.18,0.95,3,"JALES",2022-06-12,10,2022-06-05,6,1,27,4,10,3,0,1
"1624",2005,1.76,1.36,0,0.4,0.22,0.5,2,"JALES",2022-06-12,11,2022-06-12,9,1,37,5,15,7,1,1
"1625",556,1.68,0.28,1.4,0,-0.18,-0.95,3,"JALES",2022-07-06,8,2022-06-15,7,6,14,6,8,10,0,1
"1626",619,0.29,0.29,0,0,0.42,0,0,"JALES",2022-07-06,9,2022-06-22,6,4,13,5,7,6,1,1
"1627",682,1.38,0.78,0.6,0,0.22,-0.5,3,"JALES",2022-07-06,10,2022-06-29,5,0,18,2,8,8,1,1
"1628",745,1.23,1.03,0.2,0,0.22,-0.5,1,"JALES",2022-07-06,11,2022-07-06,5,0,33,3,10,6,1,1
"1629",2320,0.47,0.27,0,0.2,0.22,0.5,1,"JALES",2022-07-20,8,2022-06-29,9,8,15,8,10,8,1,1
"1630",2383,0.92,0.52,0,0.4,0.22,0.5,2,"JALES",2022-07-20,9,2022-07-06,8,5,17,6,10,6,1,1
"1631",2446,2.01,0.81,0,1.2,-0.18,0.95,4,"JALES",2022-07-20,10,2022-07-13,8,2,23,5,11,4,0,1
"1632",2509,3.36,1.36,0,2,-0.18,0.95,6,"JALES",2022-07-20,11,2022-07-20,9,1,37,5,15,3,0,1
"1633",1312,1.45,0.25,0,1.2,-0.58,1,2,"JALES",2022-08-10,8,2022-07-20,5,4,9,4,6,3,0,0
"1634",1375,0.26,0.26,0,0,0.42,0,0,"JALES",2022-08-10,9,2022-07-27,5,4,10,4,6,5,1,1
"1635",1438,0.93,0.53,0,0.4,0.22,0.5,2,"JALES",2022-08-10,10,2022-08-03,3,0,13,1,5,1,1,1
"1636",1501,0.77,0.57,0,0.2,0.22,0.5,1,"JALES",2022-08-10,11,2022-08-10,3,0,17,2,6,2,1,1
"1637",2572,0.13,0.13,0,0,0.42,0,0,"JALES",2022-08-24,8,2022-08-03,1,1,4,1,2,1,1,1
"1638",2635,0.13,0.13,0,0,0.42,0,0,"JALES",2022-08-24,9,2022-08-10,2,2,5,2,3,2,1,1
"1639",2698,0.46,0.26,0.2,0,0.22,-0.5,1,"JALES",2022-08-24,10,2022-08-17,1,0,6,0,2,2,1,1
"1640",2761,0.38,0.38,0,0,0.42,0,0,"JALES",2022-08-24,11,2022-08-24,1,0,8,0,3,1,1,1
"1641",304,0.29,0.29,0,0,0.42,0,0,"JALES",2022-11-05,8,2022-10-15,4,3,12,3,5,4,1,1
"1642",367,0.5,0.3,0,0.2,0.22,0.5,1,"JALES",2022-11-05,9,2022-10-22,1,0,10,0,2,0,1,1
"1643",430,0.54,0.54,0,0,0.42,0,0,"JALES",2022-11-05,10,2022-10-29,2,0,14,1,5,2,1,1
"1644",493,0.79,0.59,0,0.2,0.22,0.5,1,"JALES",2022-11-05,11,2022-11-05,3,0,19,2,6,2,1,1
"1645",1564,0.51,0.31,0,0.2,0.22,0.5,1,"JALES",2022-12-10,8,2022-11-19,5,3,14,4,6,4,1,1
"1646",1627,1.97,0.57,0,1.4,-0.18,0.95,3,"JALES",2022-12-10,9,2022-11-26,9,6,23,8,12,6,0,1
"1647",1690,2.03,1.23,0,0.8,0.22,0.5,4,"JALES",2022-12-10,10,2022-12-03,10,2,35,6,15,6,1,1
"1648",1753,5.14,2.34,0,2.8,-0.18,0.95,8,"JALES",2022-12-10,11,2022-12-10,13,2,66,8,25,5,0,1
"1649",2824,0.45,0.25,0,0.2,0.22,0.5,1,"JALES",2023-01-28,8,2023-01-07,5,4,9,4,6,4,1,1
"1650",2887,0.46,0.26,0,0.2,0.22,0.5,1,"JALES",2023-01-28,9,2023-01-14,3,2,8,2,4,2,1,1
"1651",2950,1.2,0.4,0,0.8,-0.18,0.95,2,"JALES",2023-01-28,10,2023-01-21,2,0,10,1,4,0,0,1
"1652",3013,0.64,0.44,0,0.2,0.22,0.5,1,"JALES",2023-01-28,11,2023-01-28,2,0,14,1,4,1,1,1
"1653",2068,0.32,0.12,0.2,0,0.22,-0.5,1,"JALES",2023-02-18,8,2023-01-29,0,0,2,0,1,1,1,1
"1654",2131,0.33,0.13,0.2,0,0.22,-0.5,1,"JALES",2023-02-18,9,2023-02-05,2,2,5,2,3,3,1,1
"1655",2194,0.25,0.25,0,0,0.42,0,0,"JALES",2023-02-18,10,2023-02-12,2,1,6,1,3,2,1,1
"1656",2257,1.07,0.27,0.8,0,-0.18,-0.95,2,"JALES",2023-02-18,11,2023-02-19,1,0,7,0,2,3,0,1
"1657",1060,0.33,0.13,0.2,0,0.22,-0.5,1,"JALES",2023-03-10,8,2023-02-18,2,2,5,2,3,3,1,1
"1658",1123,0.34,0.14,0.2,0,0.22,-0.5,1,"JALES",2023-03-10,9,2023-02-25,1,1,5,1,2,2,1,1
"1659",1186,0.49,0.29,0,0.2,0.22,0.5,1,"JALES",2023-03-10,10,2023-03-04,4,2,11,3,5,3,1,1
"1660",1249,0.71,0.71,0,0,0.42,0,0,"JALES",2023-03-10,11,2023-03-11,3,0,21,2,7,3,1,1
"1661",3076,1.09,0.29,0.8,0,-0.18,-0.95,2,"JALES",2023-04-28,8,2023-04-07,4,3,12,3,5,6,0,1
"1662",3139,4.22,0.42,0,3.8,-0.58,1,5,"JALES",2023-04-28,9,2023-04-14,13,11,23,12,15,8,0,0
"1663",3202,1.28,1.08,0,0.2,0.22,0.5,1,"JALES",2023-04-28,10,2023-04-21,10,3,31,7,15,9,1,1
"1664",3265,7.59,1.99,0,5.6,-0.58,1,12,"JALES",2023-04-28,11,2023-04-28,14,3,52,9,24,2,0,0
"1665",20,3.01,0.41,2.6,0,-0.18,-0.95,5,"JAU",2022-05-04,8,2022-04-13,6,2,13,4,7,11,0,1
"1666",83,2.01,0.41,1.6,0,-0.18,-0.95,4,"JAU",2022-05-04,9,2022-04-20,4,1,12,3,6,8,0,1
"1667",146,1.42,0.42,1,0,-0.18,-0.95,3,"JAU",2022-05-04,10,2022-04-27,3,0,12,2,5,6,0,1
"1668",209,12.12,0.52,11.6,0,-0.58,-1,16,"JAU",2022-05-04,11,2022-05-04,3,0,12,1,5,19,0,0
"1669",776,28.94,0.54,28.4,0,-0.58,-1,34,"JAU",2022-06-08,8,2022-05-18,12,9,23,11,15,46,0,0
"1670",839,5.35,0.95,4.4,0,-0.18,-0.95,10,"JAU",2022-06-08,9,2022-05-25,13,7,32,10,17,23,0,1
"1671",902,8.97,1.37,7.6,0,-0.18,-0.95,16,"JAU",2022-06-08,10,2022-06-01,13,3,40,8,18,29,0,1
"1672",965,11.05,2.05,9,0,-0.18,-0.95,21,"JAU",2022-06-08,11,2022-06-08,18,4,59,12,27,39,0,1
"1673",1784,7.27,0.67,6.6,0,-0.18,-0.95,13,"JAU",2022-06-12,8,2022-05-22,14,10,27,12,17,27,0,1
"1674",1847,7.45,1.05,6.4,0,-0.18,-0.95,14,"JAU",2022-06-12,9,2022-05-29,15,8,33,12,20,29,0,1
"1675",1910,8.46,1.66,6.8,0,-0.18,-0.95,16,"JAU",2022-06-12,10,2022-06-05,19,7,53,14,26,35,0,1
"1676",1973,5.29,2.89,2.4,0,0.22,-0.5,12,"JAU",2022-06-12,11,2022-06-12,25,7,86,17,38,37,1,1
"1677",524,15.36,0.96,14.4,0,-0.58,-1,24,"JAU",2022-07-06,8,2022-06-15,18,12,38,15,22,42,0,0
"1678",587,7.43,0.83,6.6,0,-0.18,-0.95,13,"JAU",2022-07-06,9,2022-06-22,13,6,29,10,16,26,0,1
"1679",650,12.31,1.11,11.2,0,-0.18,-0.95,22,"JAU",2022-07-06,10,2022-06-29,8,1,32,5,13,30,0,1
"1680",713,17.17,1.17,16,0,-0.18,-0.95,30,"JAU",2022-07-06,11,2022-07-06,7,0,37,4,12,37,0,1
"1681",2288,7.45,1.05,6.4,0,-0.18,-0.95,14,"JAU",2022-07-20,8,2022-06-29,16,9,34,13,21,30,0,1
"1682",2351,10.96,1.16,9.8,0,-0.58,-1,19,"JAU",2022-07-20,9,2022-07-06,18,10,36,14,23,37,0,0
"1683",2414,6.85,1.45,5.4,0,-0.18,-0.95,13,"JAU",2022-07-20,10,2022-07-13,11,2,37,6,17,24,0,1
"1684",2477,1.84,1.64,0,0.2,0.22,0.5,1,"JAU",2022-07-20,11,2022-07-20,10,1,45,5,17,9,1,1
"1685",1280,21.37,1.97,0,19.4,-0.58,1,29,"JAU",2022-08-10,8,2022-07-20,38,21,68,31,46,9,0,0
"1686",1343,7.63,2.03,0,5.6,-0.18,0.95,14,"JAU",2022-08-10,9,2022-07-27,30,13,66,23,38,16,0,1
"1687",1406,11.56,2.56,0,9,-0.58,1,19,"JAU",2022-08-10,10,2022-08-03,23,6,72,15,34,4,0,0
"1688",1469,7.15,2.95,0,4.2,-0.18,0.95,13,"JAU",2022-08-10,11,2022-08-10,21,4,89,12,33,8,0,1
"1689",2540,11.53,0.93,0,10.6,-0.58,1,15,"JAU",2022-08-24,8,2022-08-03,19,11,34,16,23,4,0,0
"1690",2603,7.86,1.06,0,6.8,-0.58,1,12,"JAU",2022-08-24,9,2022-08-10,20,11,37,16,24,8,0,0
"1691",2666,1.96,1.56,0,0.4,0.22,0.5,2,"JAU",2022-08-24,10,2022-08-17,14,4,40,9,21,12,1,1
"1692",2729,2.72,1.92,0,0.8,0.22,0.5,4,"JAU",2022-08-24,11,2022-08-24,14,2,54,8,22,10,1,1
"1693",272,0.45,0.25,0,0.2,0.22,0.5,1,"JAU",2022-11-05,8,2022-10-15,6,5,10,5,7,5,1,1
"1694",335,0.59,0.39,0,0.2,0.22,0.5,1,"JAU",2022-11-05,9,2022-10-22,5,2,11,4,7,4,1,1
"1695",398,0.86,0.66,0,0.2,0.22,0.5,1,"JAU",2022-11-05,10,2022-10-29,7,2,18,5,10,6,1,1
"1696",461,0.99,0.79,0.2,0,0.22,-0.5,1,"JAU",2022-11-05,11,2022-11-05,7,1,20,4,10,8,1,1
"1697",1532,0.81,0.41,0.4,0,0.22,-0.5,2,"JAU",2022-12-10,8,2022-11-19,20,17,28,19,22,22,1,1
"1698",1595,1.26,1.06,0.2,0,0.22,-0.5,1,"JAU",2022-12-10,9,2022-11-26,29,20,46,25,33,30,1,1
"1699",1658,4.25,3.05,0,1.2,0.22,0.5,6,"JAU",2022-12-10,10,2022-12-03,36,15,90,26,49,30,1,1
"1700",1721,13.84,5.84,0,8,-0.18,0.95,24,"JAU",2022-12-10,11,2022-12-10,47,13,167,31,74,23,0,1
"1701",2792,11.96,1.16,0,10.8,-0.58,1,16,"JAU",2023-01-28,8,2023-01-07,32,23,49,28,37,16,0,0
"1702",2855,11.62,1.42,0,10.2,-0.58,1,17,"JAU",2023-01-28,9,2023-01-14,31,19,51,26,37,14,0,0
"1703",2918,12.9,2.1,0,10.8,-0.58,1,20,"JAU",2023-01-28,10,2023-01-21,24,8,58,17,33,4,0,0
"1704",2981,7.63,2.83,0,4.8,-0.18,0.95,14,"JAU",2023-01-28,11,2023-01-28,23,6,79,14,35,9,0,1
"1705",2036,6.91,0.91,0,6,-0.58,1,10,"JAU",2023-02-18,8,2023-01-29,19,12,33,16,23,9,0,0
"1706",2099,4.86,1.06,0,3.8,-0.18,0.95,9,"JAU",2023-02-18,9,2023-02-05,24,15,41,20,28,15,0,1
"1707",2162,1.81,1.81,0,0,0.42,0,0,"JAU",2023-02-18,10,2023-02-12,22,9,50,16,30,22,1,1
"1708",2225,3.21,2.61,0,0.6,0.22,0.5,3,"JAU",2023-02-18,11,2023-02-19,23,5,76,15,34,20,1,1
"1709",1028,5.23,0.63,0,4.6,-0.58,1,7,"JAU",2023-03-10,8,2023-02-18,25,21,34,23,28,18,0,0
"1710",1091,3.91,0.91,0,3,-0.18,0.95,7,"JAU",2023-03-10,9,2023-02-25,24,16,37,21,28,17,0,1
"1711",1154,3.23,2.23,0,1,0.22,0.5,5,"JAU",2023-03-10,10,2023-03-04,35,18,71,28,45,30,1,1
"1712",1217,13.64,4.44,0,9.2,-0.18,0.95,24,"JAU",2023-03-10,11,2023-03-11,41,13,127,28,61,17,0,1
"1713",3044,4.53,0.13,4.4,0,-0.58,-1,6,"JAU",2023-04-28,8,2023-04-07,16,16,19,16,17,22,0,0
"1714",3107,12.18,0.38,11.8,0,-0.58,-1,15,"JAU",2023-04-28,9,2023-04-14,3,1,9,2,5,18,0,0
"1715",3170,2.16,0.56,1.6,0,-0.18,-0.95,4,"JAU",2023-04-28,10,2023-04-21,5,0,16,3,7,9,0,1
"1716",3233,2.45,0.65,1.8,0,-0.18,-0.95,5,"JAU",2023-04-28,11,2023-04-28,4,0,15,2,7,9,0,1
"1717",55,0.33,0.13,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2022-05-04,8,2022-04-13,5,5,8,5,6,6,1,1
"1718",118,0.93,0.13,0.8,0,-0.18,-0.95,2,"JOSÉ BONIFÁCIO",2022-05-04,9,2022-04-20,4,4,7,4,5,6,0,1
"1719",181,2.28,0.28,2,0,-0.18,-0.95,4,"JOSÉ BONIFÁCIO",2022-05-04,10,2022-04-27,2,0,8,1,3,6,0,1
"1720",244,0.4,0.4,0,0,0.42,0,0,"JOSÉ BONIFÁCIO",2022-05-04,11,2022-05-04,3,0,10,1,4,3,1,1
"1721",811,8.96,0.56,0,8.4,-0.58,1,10,"JOSÉ BONIFÁCIO",2022-06-08,8,2022-05-18,15,12,28,14,18,5,0,0
"1722",874,0.91,0.71,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2022-06-08,9,2022-05-25,25,20,41,22,27,26,1,1
"1723",937,2.77,1.57,1.2,0,0.22,-0.5,6,"JOSÉ BONIFÁCIO",2022-06-08,10,2022-06-01,16,5,42,11,23,22,1,1
"1724",1000,4.76,2.56,0,2.2,-0.18,0.95,9,"JOSÉ BONIFÁCIO",2022-06-08,11,2022-06-08,26,7,73,18,37,17,0,1
"1725",1819,2.32,0.72,0,1.6,-0.18,0.95,4,"JOSÉ BONIFÁCIO",2022-06-12,8,2022-05-22,19,15,37,17,22,15,0,1
"1726",1882,5.13,1.13,0,4,-0.58,1,8,"JOSÉ BONIFÁCIO",2022-06-12,9,2022-05-29,33,26,59,30,38,25,0,0
"1727",1945,11.9,2.7,0,9.2,-0.58,1,20,"JOSÉ BONIFÁCIO",2022-06-12,10,2022-06-05,41,23,93,32,52,21,0,0
"1728",2008,22,5.4,0,16.6,-0.58,1,37,"JOSÉ BONIFÁCIO",2022-06-12,11,2022-06-12,58,22,162,43,83,21,0,0
"1729",559,0.41,0.41,0,0,0.42,0,0,"JOSÉ BONIFÁCIO",2022-07-06,8,2022-06-15,19,17,28,18,21,19,1,1
"1730",622,2.03,0.43,1.6,0,-0.18,-0.95,4,"JOSÉ BONIFÁCIO",2022-07-06,9,2022-06-22,17,14,27,16,19,21,0,1
"1731",685,5.93,0.93,5,0,-0.18,-0.95,11,"JOSÉ BONIFÁCIO",2022-07-06,10,2022-06-29,7,1,24,4,11,18,0,1
"1732",748,2.27,1.27,1,0,0.22,-0.5,5,"JOSÉ BONIFÁCIO",2022-07-06,11,2022-07-06,8,1,38,4,13,13,1,1
"1733",2323,1.65,0.25,1.4,0,-0.18,-0.95,3,"JOSÉ BONIFÁCIO",2022-07-20,8,2022-06-29,15,14,19,14,16,18,0,1
"1734",2386,3.46,0.26,3.2,0,-0.58,-1,6,"JOSÉ BONIFÁCIO",2022-07-20,9,2022-07-06,7,6,12,7,9,13,0,0
"1735",2449,1.85,0.65,1.2,0,-0.18,-0.95,4,"JOSÉ BONIFÁCIO",2022-07-20,10,2022-07-13,5,1,16,3,8,9,0,1
"1736",2512,2.31,0.91,1.4,0,-0.18,-0.95,5,"JOSÉ BONIFÁCIO",2022-07-20,11,2022-07-20,5,0,21,2,9,10,0,1
"1737",1315,2.53,0.13,2.4,0,-0.58,-1,4,"JOSÉ BONIFÁCIO",2022-08-10,8,2022-07-20,6,6,9,6,7,10,0,0
"1738",1378,0.14,0.14,0,0,0.42,0,0,"JOSÉ BONIFÁCIO",2022-08-10,9,2022-07-27,6,5,9,5,6,6,1,1
"1739",1441,1.98,0.38,1.6,0,-0.18,-0.95,4,"JOSÉ BONIFÁCIO",2022-08-10,10,2022-08-03,2,0,8,1,4,6,0,1
"1740",1504,2.01,0.41,1.6,0,-0.18,-0.95,4,"JOSÉ BONIFÁCIO",2022-08-10,11,2022-08-10,2,0,11,1,4,6,0,1
"1741",2575,2.12,0.12,0,2,-0.58,1,2,"JOSÉ BONIFÁCIO",2022-08-24,8,2022-08-03,8,8,10,8,9,6,0,0
"1742",2638,2.53,0.13,2.4,0,-0.58,-1,4,"JOSÉ BONIFÁCIO",2022-08-24,9,2022-08-10,2,2,5,2,3,6,0,0
"1743",2701,1.07,0.27,0.8,0,-0.18,-0.95,2,"JOSÉ BONIFÁCIO",2022-08-24,10,2022-08-17,2,0,7,1,3,4,0,1
"1744",2764,0.4,0.4,0,0,0.42,0,0,"JOSÉ BONIFÁCIO",2022-08-24,11,2022-08-24,2,0,10,1,4,2,1,1
"1745",307,1.35,0.15,1.2,0,-0.18,-0.95,2,"JOSÉ BONIFÁCIO",2022-11-05,8,2022-10-15,5,4,9,4,5,7,0,1
"1746",370,0.26,0.26,0,0,0.42,0,0,"JOSÉ BONIFÁCIO",2022-11-05,9,2022-10-22,5,4,10,4,6,5,1,1
"1747",433,0.72,0.52,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2022-11-05,10,2022-10-29,5,1,13,3,7,6,1,1
"1748",496,0.87,0.67,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2022-11-05,11,2022-11-05,6,1,18,4,9,7,1,1
"1749",1567,0.45,0.25,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2022-12-10,8,2022-11-19,7,6,11,6,8,8,1,1
"1750",1630,1.47,0.27,0,1.2,-0.58,1,2,"JOSÉ BONIFÁCIO",2022-12-10,9,2022-11-26,7,6,13,6,8,5,0,0
"1751",1693,1.15,0.55,0.6,0,0.22,-0.5,3,"JOSÉ BONIFÁCIO",2022-12-10,10,2022-12-03,7,3,18,6,10,10,1,1
"1752",1756,2.1,1.1,1,0,0.22,-0.5,5,"JOSÉ BONIFÁCIO",2022-12-10,11,2022-12-10,8,1,31,5,13,13,1,1
"1753",2827,1.53,0.13,1.4,0,-0.18,-0.95,3,"JOSÉ BONIFÁCIO",2023-01-28,8,2023-01-07,5,5,8,5,6,8,0,1
"1754",2890,0.34,0.14,0,0.2,0.22,0.5,1,"JOSÉ BONIFÁCIO",2023-01-28,9,2023-01-14,2,1,5,1,2,1,1,1
"1755",2953,1.2,0.4,0,0.8,-0.18,0.95,2,"JOSÉ BONIFÁCIO",2023-01-28,10,2023-01-21,5,3,13,4,7,3,0,1
"1756",3016,0.55,0.55,0,0,0.42,0,0,"JOSÉ BONIFÁCIO",2023-01-28,11,2023-01-28,4,0,15,2,6,4,1,1
"1757",2071,0.13,0.13,0,0,0.42,0,0,"JOSÉ BONIFÁCIO",2023-02-18,8,2023-01-29,4,4,7,4,5,4,1,1
"1758",2134,0.45,0.25,0,0.2,0.22,0.5,1,"JOSÉ BONIFÁCIO",2023-02-18,9,2023-02-05,13,12,17,12,14,12,1,1
"1759",2197,0.73,0.53,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2023-02-18,10,2023-02-12,10,6,19,8,12,11,1,1
"1760",2260,1.55,1.35,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2023-02-18,11,2023-02-19,11,2,37,7,17,12,1,1
"1761",1063,2.14,0.14,0,2,-0.58,1,2,"JOSÉ BONIFÁCIO",2023-03-10,8,2023-02-18,12,12,16,12,13,10,0,0
"1762",1126,0.45,0.25,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2023-03-10,9,2023-02-25,6,5,10,5,7,7,1,1
"1763",1189,2.12,0.52,1.6,0,-0.18,-0.95,4,"JOSÉ BONIFÁCIO",2023-03-10,10,2023-03-04,6,2,14,4,8,10,0,1
"1764",1252,2.95,0.95,2,0,-0.18,-0.95,6,"JOSÉ BONIFÁCIO",2023-03-10,11,2023-03-11,7,0,25,4,11,13,0,1
"1765",3079,1.53,0.13,1.4,0,-0.18,-0.95,3,"JOSÉ BONIFÁCIO",2023-04-28,8,2023-04-07,4,4,7,4,5,7,0,1
"1766",3142,0.44,0.24,0,0.2,0.22,0.5,1,"JOSÉ BONIFÁCIO",2023-04-28,9,2023-04-14,9,8,12,8,10,8,1,1
"1767",3205,0.73,0.53,0.2,0,0.22,-0.5,1,"JOSÉ BONIFÁCIO",2023-04-28,10,2023-04-21,6,2,15,4,8,7,1,1
"1768",3268,1.01,0.81,0,0.2,0.22,0.5,1,"JOSÉ BONIFÁCIO",2023-04-28,11,2023-04-28,6,0,21,3,9,5,1,1
"1769",24,0.33,0.13,0.2,0,0.22,-0.5,1,"JUNDIAÍ",2022-05-04,8,2022-04-13,11,11,14,11,12,12,1,1
"1770",87,2.27,0.27,2,0,-0.18,-0.95,4,"JUNDIAÍ",2022-05-04,9,2022-04-20,10,8,15,9,11,14,0,1
"1771",150,0.97,0.77,0.2,0,0.22,-0.5,1,"JUNDIAÍ",2022-05-04,10,2022-04-27,7,1,18,4,10,8,1,1
