"","sample","interval_score","dispersion","underprediction","overprediction","coverage_deviation","bias","ae_median","rs_cir","base","week","dt_event","Median","LI","LS","LIb","LSb","casos","cov_50","cov_95"
"1772",213,3.51,0.91,2.6,0,-0.18,-0.95,7,"JUNDIAÍ",2022-05-04,11,2022-05-04,8,2,23,5,12,15,0,1
"1773",780,5.47,0.27,0,5.2,-0.58,1,6,"JUNDIAÍ",2022-06-08,8,2022-05-18,31,30,37,30,32,25,0,0
"1774",843,2.45,0.65,1.8,0,-0.18,-0.95,5,"JUNDIAÍ",2022-06-08,9,2022-05-25,30,26,41,28,33,35,0,1
"1775",906,21.91,1.71,20.2,0,-0.58,-1,35,"JUNDIAÍ",2022-06-08,10,2022-06-01,18,6,47,13,26,53,0,0
"1776",969,6.48,2.48,4,0,-0.18,-0.95,14,"JUNDIAÍ",2022-06-08,11,2022-06-08,27,9,67,19,38,41,0,1
"1777",1788,0.79,0.39,0.4,0,0.22,-0.5,2,"JUNDIAÍ",2022-06-12,8,2022-05-22,32,30,39,31,34,34,1,1
"1778",1851,3.19,0.79,2.4,0,-0.18,-0.95,6,"JUNDIAÍ",2022-06-12,9,2022-05-29,45,38,57,42,48,51,0,1
"1779",1914,3.95,2.75,0,1.2,0.22,0.5,6,"JUNDIAÍ",2022-06-12,10,2022-06-05,54,32,97,45,66,48,1,1
"1780",1977,10.4,5,0,5.4,-0.18,0.95,19,"JUNDIAÍ",2022-06-12,11,2022-06-12,67,26,156,52,89,48,0,1
"1781",528,8.74,0.54,8.2,0,-0.58,-1,13,"JUNDIAÍ",2022-07-06,8,2022-06-15,43,39,53,41,45,56,0,0
"1782",591,2.6,0.8,1.8,0,-0.18,-0.95,5,"JUNDIAÍ",2022-07-06,9,2022-06-22,45,38,58,42,48,50,0,1
"1783",654,20.42,2.02,18.4,0,-0.18,-0.95,36,"JUNDIAÍ",2022-07-06,10,2022-06-29,23,7,59,16,31,59,0,1
"1784",717,10.41,3.01,7.4,0,-0.18,-0.95,21,"JUNDIAÍ",2022-07-06,11,2022-07-06,22,5,86,13,35,43,0,1
"1785",2292,2.9,0.3,2.6,0,-0.18,-0.95,5,"JUNDIAÍ",2022-07-20,8,2022-06-29,54,51,61,53,55,59,0,1
"1786",2355,12.44,0.64,11.8,0,-0.58,-1,17,"JUNDIAÍ",2022-07-20,9,2022-07-06,26,22,36,24,29,43,0,0
"1787",2418,3,1.6,1.4,0,0.22,-0.5,7,"JUNDIAÍ",2022-07-20,10,2022-07-13,14,3,43,10,22,21,1,1
"1788",2481,2.81,2.01,0,0.8,0.22,0.5,4,"JUNDIAÍ",2022-07-20,11,2022-07-20,14,3,54,8,23,10,1,1
"1789",1284,1.33,0.13,0,1.2,-0.58,1,2,"JUNDIAÍ",2022-08-10,8,2022-07-20,12,11,14,11,12,10,0,0
"1790",1347,4.64,0.24,4.4,0,-0.58,-1,6,"JUNDIAÍ",2022-08-10,9,2022-07-27,3,2,6,2,4,9,0,0
"1791",1410,3.8,0.4,3.4,0,-0.18,-0.95,7,"JUNDIAÍ",2022-08-10,10,2022-08-03,3,1,11,2,5,10,0,1
"1792",1473,4.79,0.39,4.4,0,-0.58,-1,8,"JUNDIAÍ",2022-08-10,11,2022-08-10,2,0,9,1,4,10,0,0
"1793",2544,4.12,0.12,0,4,-0.58,1,4,"JUNDIAÍ",2022-08-24,8,2022-08-03,14,14,16,14,15,10,0,0
"1794",2607,5.94,0.14,5.8,0,-0.58,-1,7,"JUNDIAÍ",2022-08-24,9,2022-08-10,3,2,6,2,3,10,0,0
"1795",2670,5.48,0.28,5.2,0,-0.58,-1,8,"JUNDIAÍ",2022-08-24,10,2022-08-17,2,0,8,1,3,10,0,0
"1796",2733,3.2,0.4,2.8,0,-0.18,-0.95,6,"JUNDIAÍ",2022-08-24,11,2022-08-24,2,0,10,1,4,8,0,1
"1797",276,0.34,0.14,0.2,0,0.22,-0.5,1,"JUNDIAÍ",2022-11-05,8,2022-10-15,8,8,12,8,9,9,1,1
"1798",339,0.25,0.25,0,0,0.42,0,0,"JUNDIAÍ",2022-11-05,9,2022-10-22,2,1,6,1,3,2,1,1
"1799",402,2.01,0.41,1.6,0,-0.18,-0.95,4,"JUNDIAÍ",2022-11-05,10,2022-10-29,3,0,11,2,5,7,0,1
"1800",465,11.13,0.53,10.6,0,-0.58,-1,15,"JUNDIAÍ",2022-11-05,11,2022-11-05,4,0,13,2,6,19,0,0
"1801",1536,0.99,0.59,0,0.4,0.22,0.5,2,"JUNDIAÍ",2022-12-10,8,2022-11-19,22,19,38,20,24,20,1,1
"1802",1599,1.22,0.82,0,0.4,0.22,0.5,2,"JUNDIAÍ",2022-12-10,9,2022-11-26,21,15,37,18,24,19,1,1
"1803",1662,3.27,1.87,0,1.4,0.22,0.5,7,"JUNDIAÍ",2022-12-10,10,2022-12-03,26,11,58,19,33,19,1,1
"1804",1725,5.34,2.94,0,2.4,-0.18,0.95,10,"JUNDIAÍ",2022-12-10,11,2022-12-10,25,7,81,16,38,15,0,1
"1805",2796,0.15,0.15,0,0,0.42,0,0,"JUNDIAÍ",2023-01-28,8,2023-01-07,7,6,11,7,8,7,1,1
"1806",2859,0.58,0.38,0,0.2,0.22,0.5,1,"JUNDIAÍ",2023-01-28,9,2023-01-14,12,9,17,10,13,11,1,1
"1807",2922,1.79,0.79,0,1,-0.18,0.95,3,"JUNDIAÍ",2023-01-28,10,2023-01-21,9,4,23,7,13,6,0,1
"1808",2985,2.24,1.04,0,1.2,-0.18,0.95,4,"JUNDIAÍ",2023-01-28,11,2023-01-28,8,1,25,5,13,4,0,1
"1809",2040,0.44,0.24,0,0.2,0.22,0.5,1,"JUNDIAÍ",2023-02-18,8,2023-01-29,4,3,7,3,5,3,1,1
"1810",2103,1.07,0.27,0.8,0,-0.18,-0.95,2,"JUNDIAÍ",2023-02-18,9,2023-02-05,9,7,14,8,10,11,0,1
"1811",2166,1.05,0.65,0.4,0,0.22,-0.5,2,"JUNDIAÍ",2023-02-18,10,2023-02-12,9,5,20,7,12,11,1,1
"1812",2229,1.17,0.97,0.2,0,0.22,-0.5,1,"JUNDIAÍ",2023-02-18,11,2023-02-19,7,1,28,5,12,8,1,1
"1813",1032,0.24,0.24,0,0,0.42,0,0,"JUNDIAÍ",2023-03-10,8,2023-02-18,9,8,12,8,10,9,1,1
"1814",1095,2.27,0.27,2,0,-0.18,-0.95,4,"JUNDIAÍ",2023-03-10,9,2023-02-25,9,7,14,8,10,13,0,1
"1815",1158,1.38,0.78,0.6,0,0.22,-0.5,3,"JUNDIAÍ",2023-03-10,10,2023-03-04,9,3,21,6,12,12,1,1
"1816",1221,3.72,1.32,2.4,0,-0.18,-0.95,8,"JUNDIAÍ",2023-03-10,11,2023-03-11,9,1,33,5,15,17,0,1
"1817",3048,0.75,0.15,0,0.6,-0.18,0.95,1,"JUNDIAÍ",2023-04-28,8,2023-04-07,7,6,11,7,8,6,0,1
"1818",3111,1.07,0.27,0.8,0,-0.18,-0.95,2,"JUNDIAÍ",2023-04-28,9,2023-04-14,5,3,10,4,6,7,0,1
"1819",3174,3.81,0.41,3.4,0,-0.18,-0.95,7,"JUNDIAÍ",2023-04-28,10,2023-04-21,3,0,11,2,5,10,0,1
"1820",3237,8.73,0.53,8.2,0,-0.58,-1,13,"JUNDIAÍ",2023-04-28,11,2023-04-28,3,0,13,1,5,16,0,0
"1821",35,0.33,0.13,0.2,0,0.22,-0.5,1,"LIMEIRA",2022-05-04,8,2022-04-13,2,2,5,2,3,3,1,1
"1822",98,2.26,0.26,2,0,-0.18,-0.95,4,"LIMEIRA",2022-05-04,9,2022-04-20,4,3,9,3,5,8,0,1
"1823",161,1.09,0.29,0,0.8,-0.18,0.95,2,"LIMEIRA",2022-05-04,10,2022-04-27,2,0,9,1,3,0,0,1
"1824",224,0.61,0.41,0,0.2,0.22,0.5,1,"LIMEIRA",2022-05-04,11,2022-05-04,2,0,11,1,4,1,1,1
"1825",791,1.67,0.27,1.4,0,-0.18,-0.95,3,"LIMEIRA",2022-06-08,8,2022-05-18,5,4,11,4,6,8,0,1
"1826",854,2,0.4,1.6,0,-0.18,-0.95,4,"LIMEIRA",2022-06-08,9,2022-05-25,3,1,11,2,5,7,0,1
"1827",917,4.74,0.54,4.2,0,-0.18,-0.95,9,"LIMEIRA",2022-06-08,10,2022-06-01,3,0,14,2,6,12,0,1
"1828",980,2.2,0.8,1.4,0,-0.18,-0.95,5,"LIMEIRA",2022-06-08,11,2022-06-08,4,0,20,2,8,9,0,1
"1829",1799,1.68,0.28,1.4,0,-0.18,-0.95,3,"LIMEIRA",2022-06-12,8,2022-05-22,5,4,12,4,6,8,0,1
"1830",1862,2.62,0.42,2.2,0,-0.18,-0.95,5,"LIMEIRA",2022-06-12,9,2022-05-29,5,2,14,4,7,10,0,1
"1831",1925,2.51,0.71,1.8,0,-0.18,-0.95,5,"LIMEIRA",2022-06-12,10,2022-06-05,5,0,21,3,8,10,0,1
"1832",1988,1.68,1.08,0.6,0,0.22,-0.5,3,"LIMEIRA",2022-06-12,11,2022-06-12,6,0,28,4,12,9,1,1
"1833",539,1.52,0.52,1,0,-0.18,-0.95,3,"LIMEIRA",2022-07-06,8,2022-06-15,5,2,14,3,7,8,0,1
"1834",602,2.73,0.53,2.2,0,-0.18,-0.95,5,"LIMEIRA",2022-07-06,9,2022-06-22,4,1,14,2,6,9,0,1
"1835",665,5.38,0.58,4.8,0,-0.18,-0.95,10,"LIMEIRA",2022-07-06,10,2022-06-29,3,0,18,2,6,13,0,1
"1836",728,4.95,0.75,4.2,0,-0.18,-0.95,9,"LIMEIRA",2022-07-06,11,2022-07-06,3,0,25,1,6,12,0,1
"1837",2303,2.88,0.68,0,2.2,-0.18,0.95,5,"LIMEIRA",2022-07-20,8,2022-06-29,18,13,31,16,21,13,0,1
"1838",2366,1.06,1.06,0,0,0.42,0,0,"LIMEIRA",2022-07-20,9,2022-07-06,12,4,30,8,16,12,1,1
"1839",2429,3.27,1.67,0,1.6,-0.18,0.95,6,"LIMEIRA",2022-07-20,10,2022-07-13,13,3,50,8,20,7,0,1
"1840",2492,5.38,2.38,0,3,-0.18,0.95,9,"LIMEIRA",2022-07-20,11,2022-07-20,13,1,69,7,24,4,0,1
"1841",1295,1.65,0.25,1.4,0,-0.18,-0.95,3,"LIMEIRA",2022-08-10,8,2022-07-20,1,0,5,0,2,4,0,1
"1842",1358,1.07,0.27,0,0.8,-0.18,0.95,2,"LIMEIRA",2022-08-10,9,2022-07-27,4,2,9,3,5,2,0,1
"1843",1421,0.61,0.41,0.2,0,0.22,-0.5,1,"LIMEIRA",2022-08-10,10,2022-08-03,2,0,11,1,4,3,1,1
"1844",1484,0.44,0.44,0,0,0.42,0,0,"LIMEIRA",2022-08-10,11,2022-08-10,2,0,14,1,4,2,1,1
"1845",2555,0.46,0.26,0,0.2,0.22,0.5,1,"LIMEIRA",2022-08-24,8,2022-08-03,4,3,9,3,5,3,1,1
"1846",2618,0.27,0.27,0,0,0.42,0,0,"LIMEIRA",2022-08-24,9,2022-08-10,2,0,7,1,3,2,1,1
"1847",2681,0.6,0.4,0,0.2,0.22,0.5,1,"LIMEIRA",2022-08-24,10,2022-08-17,2,0,10,1,4,1,1,1
"1848",2744,0.41,0.41,0,0,0.42,0,0,"LIMEIRA",2022-08-24,11,2022-08-24,2,0,11,1,4,2,1,1
"1849",287,3.16,0.56,0,2.6,-0.58,1,5,"LIMEIRA",2022-11-05,8,2022-10-15,8,4,20,6,10,3,0,0
"1850",350,1.04,0.84,0,0.2,0.22,0.5,1,"LIMEIRA",2022-11-05,9,2022-10-22,9,4,28,7,13,8,1,1
"1851",413,3.69,1.29,0,2.4,-0.18,0.95,6,"LIMEIRA",2022-11-05,10,2022-10-29,10,2,41,7,16,4,0,1
"1852",476,6.86,1.86,0,5,-0.58,1,11,"LIMEIRA",2022-11-05,11,2022-11-05,13,3,59,8,21,2,0,0
"1853",1547,2.92,0.72,0,2.2,-0.18,0.95,5,"LIMEIRA",2022-12-10,8,2022-11-19,10,5,27,8,13,5,0,1
"1854",1610,5.57,1.37,0,4.2,-0.58,1,9,"LIMEIRA",2022-12-10,9,2022-11-26,20,12,49,16,26,11,0,0
"1855",1673,8.53,2.73,0,5.8,-0.18,0.95,15,"LIMEIRA",2022-12-10,10,2022-12-03,20,5,78,12,32,5,0,1
"1856",1736,13.47,5.07,0,8.4,-0.18,0.95,22,"LIMEIRA",2022-12-10,11,2022-12-10,28,4,161,16,51,6,0,1
"1857",2807,1.18,0.38,0,0.8,-0.18,0.95,2,"LIMEIRA",2023-01-28,8,2023-01-07,2,0,8,1,4,0,0,1
"1858",2870,1.18,0.38,0,0.8,-0.18,0.95,2,"LIMEIRA",2023-01-28,9,2023-01-14,5,3,11,4,7,3,0,1
"1859",2933,1.74,0.54,1.2,0,-0.18,-0.95,4,"LIMEIRA",2023-01-28,10,2023-01-21,3,0,14,2,6,7,0,1
"1860",2996,1.7,0.7,0,1,-0.18,0.95,3,"LIMEIRA",2023-01-28,11,2023-01-28,4,0,20,2,7,1,0,1
"1861",2051,4.42,1.22,0,3.2,-0.18,0.95,8,"LIMEIRA",2023-02-18,8,2023-01-29,10,2,34,6,15,2,0,1
"1862",2114,5.58,1.38,0,4.2,-0.58,1,9,"LIMEIRA",2023-02-18,9,2023-02-05,10,2,40,6,16,1,0,0
"1863",2177,6.21,1.81,0,4.4,-0.58,1,10,"LIMEIRA",2023-02-18,10,2023-02-12,10,1,52,5,18,0,0,0
"1864",2240,3.8,2.2,0,1.6,-0.18,0.95,6,"LIMEIRA",2023-02-18,11,2023-02-19,10,1,81,5,19,4,0,1
"1865",1043,0.59,0.39,0,0.2,0.22,0.5,1,"LIMEIRA",2023-03-10,8,2023-02-18,5,3,12,4,7,4,1,1
"1866",1106,0.63,0.43,0,0.2,0.22,0.5,1,"LIMEIRA",2023-03-10,9,2023-02-25,5,2,15,4,7,4,1,1
"1867",1169,1.04,0.84,0.2,0,0.22,-0.5,1,"LIMEIRA",2023-03-10,10,2023-03-04,5,0,24,2,8,6,1,1
"1868",1232,2.63,1.43,1.2,0,0.22,-0.5,6,"LIMEIRA",2023-03-10,11,2023-03-11,6,0,43,2,12,12,1,1
"1869",3059,4.25,0.25,4,0,-0.58,-1,6,"LIMEIRA",2023-04-28,8,2023-04-07,3,2,7,2,4,9,0,0
"1870",3122,1.08,0.28,0,0.8,-0.18,0.95,2,"LIMEIRA",2023-04-28,9,2023-04-14,6,4,12,5,7,4,0,1
"1871",3185,1.34,0.54,0,0.8,-0.18,0.95,2,"LIMEIRA",2023-04-28,10,2023-04-21,3,0,14,2,6,1,0,1
"1872",3248,0.86,0.66,0.2,0,0.22,-0.5,1,"LIMEIRA",2023-04-28,11,2023-04-28,4,0,16,2,7,5,1,1
"1873",21,0.12,0.12,0,0,0.42,0,0,"LINS",2022-05-04,8,2022-04-13,0,0,2,0,1,0,1,1
"1874",84,0.13,0.13,0,0,0.42,0,0,"LINS",2022-05-04,9,2022-04-20,0,0,3,0,1,0,1,1
"1875",147,0.12,0.12,0,0,0.42,0,0,"LINS",2022-05-04,10,2022-04-27,0,0,2,0,1,0,1,1
"1876",210,0.02,0.02,0,0,0.42,0,0,"LINS",2022-05-04,11,2022-05-04,0,0,2,0,0,0,1,1
"1877",777,2.01,0.41,1.6,0,-0.18,-0.95,4,"LINS",2022-06-08,8,2022-05-18,4,3,14,3,6,8,0,1
"1878",840,4.45,0.45,4,0,-0.18,-0.95,8,"LINS",2022-06-08,9,2022-05-25,2,0,15,1,4,10,0,1
"1879",903,3.13,0.73,2.4,0,-0.18,-0.95,6,"LINS",2022-06-08,10,2022-06-01,3,0,23,1,6,9,0,1
"1880",966,0.95,0.95,0,0,0.42,0,0,"LINS",2022-06-08,11,2022-06-08,4,0,35,2,8,4,1,1
"1881",1785,1.25,1.25,0,0,0.42,0,0,"LINS",2022-06-12,8,2022-05-22,10,5,50,7,15,10,1,1
"1882",1848,3.82,2.22,0,1.6,-0.18,0.95,6,"LINS",2022-06-12,9,2022-05-29,14,5,87,9,23,8,0,1
"1883",1911,9.94,4.54,0,5.4,-0.18,0.95,15,"LINS",2022-06-12,10,2022-06-05,24,6,170,15,44,9,0,1
"1884",1974,20.09,8.69,0,11.4,-0.18,0.95,31,"LINS",2022-06-12,11,2022-06-12,39,7,316,21,77,8,0,1
"1885",525,1,0.8,0.2,0,0.22,-0.5,1,"LINS",2022-07-06,8,2022-06-15,11,8,38,9,14,12,1,1
"1886",588,1.23,0.83,0.4,0,0.22,-0.5,2,"LINS",2022-07-06,9,2022-06-22,4,0,33,2,7,6,1,1
"1887",651,3.37,1.17,2.2,0,-0.18,-0.95,7,"LINS",2022-07-06,10,2022-06-29,6,0,37,3,11,13,0,1
"1888",714,3.26,1.46,1.8,0,-0.18,-0.95,7,"LINS",2022-07-06,11,2022-07-06,6,0,46,2,12,13,0,1
"1889",2289,2.89,0.29,2.6,0,-0.18,-0.95,5,"LINS",2022-07-20,8,2022-06-29,8,6,15,7,9,13,0,1
"1890",2352,6.01,0.41,5.6,0,-0.58,-1,10,"LINS",2022-07-20,9,2022-07-06,3,1,12,2,5,13,0,0
"1891",2415,9.49,0.69,8.8,0,-0.58,-1,16,"LINS",2022-07-20,10,2022-07-13,4,0,19,2,7,20,0,0
"1892",2478,1.35,0.75,0.6,0,0.22,-0.5,3,"LINS",2022-07-20,11,2022-07-20,4,0,25,2,7,7,1,1
"1893",1281,0.61,0.41,0,0.2,0.22,0.5,1,"LINS",2022-08-10,8,2022-07-20,8,5,16,7,10,7,1,1
"1894",1344,0.92,0.52,0.4,0,0.22,-0.5,2,"LINS",2022-08-10,9,2022-07-27,4,0,12,2,6,6,1,1
"1895",1407,1.68,0.68,0,1,-0.18,0.95,3,"LINS",2022-08-10,10,2022-08-03,5,0,18,3,8,2,0,1
"1896",1470,3.7,0.7,3,0,-0.18,-0.95,7,"LINS",2022-08-10,11,2022-08-10,4,0,20,2,7,11,0,1
"1897",2541,4.79,0.39,0,4.4,-0.58,1,6,"LINS",2022-08-24,8,2022-08-03,8,5,14,7,10,2,0,0
"1898",2604,0.73,0.53,0.2,0,0.22,-0.5,1,"LINS",2022-08-24,9,2022-08-10,10,6,19,9,13,11,1,1
"1899",2667,1.51,0.91,0,0.6,0.22,0.5,3,"LINS",2022-08-24,10,2022-08-17,7,1,22,4,11,4,1,1
"1900",2730,3.1,1.1,0,2,-0.18,0.95,6,"LINS",2022-08-24,11,2022-08-24,8,1,31,4,12,2,0,1
"1901",273,0.26,0.26,0,0,0.42,0,0,"LINS",2022-11-05,8,2022-10-15,3,2,8,2,4,3,1,1
"1902",336,0.57,0.37,0,0.2,0.22,0.5,1,"LINS",2022-11-05,9,2022-10-22,2,1,8,1,4,1,1,1
"1903",399,0.41,0.41,0,0,0.42,0,0,"LINS",2022-11-05,10,2022-10-29,2,0,11,1,4,2,1,1
"1904",462,0.41,0.41,0,0,0.42,0,0,"LINS",2022-11-05,11,2022-11-05,2,0,11,1,4,2,1,1
"1905",1533,0.5,0.5,0,0,0.42,0,0,"LINS",2022-12-10,8,2022-11-19,6,4,24,5,8,6,1,1
"1906",1596,0.83,0.63,0,0.2,0.22,0.5,1,"LINS",2022-12-10,9,2022-11-26,3,0,23,1,5,2,1,1
"1907",1659,2.91,0.91,2,0,-0.18,-0.95,6,"LINS",2022-12-10,10,2022-12-03,4,0,31,2,8,10,0,1
"1908",1722,4.37,1.37,3,0,-0.18,-0.95,9,"LINS",2022-12-10,11,2022-12-10,5,0,47,2,11,14,0,1
"1909",2793,3.13,0.53,0,2.6,-0.58,1,5,"LINS",2023-01-28,8,2023-01-07,13,9,22,11,15,8,0,0
"1910",2856,4.19,0.79,0,3.4,-0.58,1,7,"LINS",2023-01-28,9,2023-01-14,8,2,21,5,11,1,0,0
"1911",2919,2.88,1.08,0,1.8,-0.18,0.95,5,"LINS",2023-01-28,10,2023-01-21,8,1,29,5,13,3,0,1
"1912",2982,3.47,1.47,0,2,-0.18,0.95,6,"LINS",2023-01-28,11,2023-01-28,8,1,38,4,15,2,0,1
"1913",2037,0.44,0.24,0.2,0,0.22,-0.5,1,"LINS",2023-02-18,8,2023-01-29,2,1,5,1,3,3,1,1
"1914",2100,0.25,0.25,0,0,0.42,0,0,"LINS",2023-02-18,9,2023-02-05,1,0,5,0,2,1,1,1
"1915",2163,1.06,0.26,0.8,0,-0.18,-0.95,2,"LINS",2023-02-18,10,2023-02-12,1,0,6,0,2,3,0,1
"1916",2226,0.47,0.27,0,0.2,0.22,0.5,1,"LINS",2023-02-18,11,2023-02-19,1,0,7,0,2,0,1,1
"1917",1029,0.13,0.13,0,0,0.42,0,0,"LINS",2023-03-10,8,2023-02-18,0,0,3,0,1,0,1,1
"1918",1092,0.14,0.14,0,0,0.42,0,0,"LINS",2023-03-10,9,2023-02-25,1,1,5,1,2,1,1,1
"1919",1155,0.46,0.26,0,0.2,0.22,0.5,1,"LINS",2023-03-10,10,2023-03-04,1,0,6,0,2,0,1,1
"1920",1218,0.49,0.29,0,0.2,0.22,0.5,1,"LINS",2023-03-10,11,2023-03-11,1,0,9,0,2,0,1,1
"1921",3045,0.96,0.56,0,0.4,0.22,0.5,2,"LINS",2023-04-28,8,2023-04-07,6,3,19,4,8,4,1,1
"1922",3108,2.67,0.87,0,1.8,-0.18,0.95,5,"LINS",2023-04-28,9,2023-04-14,6,1,28,3,9,1,0,1
"1923",3171,2.81,1.41,0,1.4,-0.18,0.95,5,"LINS",2023-04-28,10,2023-04-21,7,0,41,3,13,2,0,1
"1924",3234,5.36,2.16,0,3.2,-0.18,0.95,8,"LINS",2023-04-28,11,2023-04-28,8,0,76,4,18,0,0,1
"1925",62,0.71,0.51,0.2,0,0.22,-0.5,1,"LITORAL NORTE",2022-05-04,8,2022-04-13,23,19,30,21,25,24,1,1
"1926",125,3.34,0.54,2.8,0,-0.18,-0.95,6,"LITORAL NORTE",2022-05-04,9,2022-04-20,22,17,31,20,24,28,0,1
"1927",188,1.6,1.2,0.4,0,0.22,-0.5,2,"LITORAL NORTE",2022-05-04,10,2022-04-27,16,6,36,12,21,18,1,1
"1928",251,2.42,1.62,0.8,0,0.22,-0.5,4,"LITORAL NORTE",2022-05-04,11,2022-05-04,20,7,49,15,27,24,1,1
"1929",818,4.4,0.4,0,4,-0.58,1,6,"LITORAL NORTE",2022-06-08,8,2022-05-18,44,41,51,42,45,38,0,0
"1930",881,4.24,0.64,3.6,0,-0.18,-0.95,8,"LITORAL NORTE",2022-06-08,9,2022-05-25,23,19,33,21,26,31,0,1
"1931",944,8.24,1.84,6.4,0,-0.18,-0.95,16,"LITORAL NORTE",2022-06-08,10,2022-06-01,21,8,52,15,29,37,0,1
"1932",1007,5.74,2.74,3,0,-0.18,-0.95,13,"LITORAL NORTE",2022-06-08,11,2022-06-08,28,9,73,19,40,41,0,1
"1933",1826,1.21,0.41,0,0.8,-0.18,0.95,2,"LITORAL NORTE",2022-06-12,8,2022-05-22,42,39,50,41,44,40,0,1
"1934",1889,0.85,0.65,0,0.2,0.22,0.5,1,"LITORAL NORTE",2022-06-12,9,2022-05-29,33,28,43,31,36,32,1,1
"1935",1952,3.52,2.12,0,1.4,0.22,0.5,7,"LITORAL NORTE",2022-06-12,10,2022-06-05,48,29,81,40,56,41,1,1
"1936",2015,5.23,4.03,0,1.2,0.22,0.5,6,"LITORAL NORTE",2022-06-12,11,2022-06-12,51,20,113,37,68,45,1,1
"1937",566,3.21,0.41,2.8,0,-0.18,-0.95,6,"LITORAL NORTE",2022-07-06,8,2022-06-15,51,48,59,50,53,57,0,1
"1938",629,2.43,0.63,1.8,0,-0.18,-0.95,5,"LITORAL NORTE",2022-07-06,9,2022-06-22,35,31,44,33,38,40,0,1
"1939",692,11.2,1.2,10,0,-0.18,-0.95,20,"LITORAL NORTE",2022-07-06,10,2022-06-29,12,3,33,8,17,32,0,1
"1940",755,9.85,1.65,8.2,0,-0.18,-0.95,19,"LITORAL NORTE",2022-07-06,11,2022-07-06,12,2,47,8,20,31,0,1
"1941",2330,1.06,0.26,0.8,0,-0.18,-0.95,2,"LITORAL NORTE",2022-07-20,8,2022-06-29,30,28,34,29,31,32,0,1
"1942",2393,4.8,0.4,4.4,0,-0.58,-1,8,"LITORAL NORTE",2022-07-20,9,2022-07-06,23,20,30,22,25,31,0,0
"1943",2456,9.31,1.11,8.2,0,-0.18,-0.95,17,"LITORAL NORTE",2022-07-20,10,2022-07-13,15,7,38,12,20,32,0,1
"1944",2519,2.06,1.66,0,0.4,0.22,0.5,2,"LITORAL NORTE",2022-07-20,11,2022-07-20,14,3,49,9,21,12,1,1
"1945",1322,6.33,0.13,0,6.2,-0.58,1,7,"LITORAL NORTE",2022-08-10,8,2022-07-20,19,18,21,18,19,12,0,0
"1946",1385,4.26,0.26,4,0,-0.58,-1,6,"LITORAL NORTE",2022-08-10,9,2022-07-27,14,12,18,13,15,20,0,0
"1947",1448,1.26,0.66,0.6,0,0.22,-0.5,3,"LITORAL NORTE",2022-08-10,10,2022-08-03,8,4,20,6,11,11,1,1
"1948",1511,9.54,0.94,8.6,0,-0.18,-0.95,17,"LITORAL NORTE",2022-08-10,11,2022-08-10,8,1,25,5,12,25,0,1
"1949",2582,4.34,0.14,0,4.2,-0.58,1,5,"LITORAL NORTE",2022-08-24,8,2022-08-03,16,15,19,15,16,11,0,0
"1950",2645,7.25,0.25,7,0,-0.58,-1,9,"LITORAL NORTE",2022-08-24,9,2022-08-10,16,15,20,15,17,25,0,0
"1951",2708,8.28,0.68,7.6,0,-0.58,-1,14,"LITORAL NORTE",2022-08-24,10,2022-08-17,12,7,25,10,15,26,0,0
"1952",2771,1.39,1.19,0.2,0,0.22,-0.5,1,"LITORAL NORTE",2022-08-24,11,2022-08-24,11,2,31,7,16,12,1,1
"1953",314,1.06,0.26,0.8,0,-0.18,-0.95,2,"LITORAL NORTE",2022-11-05,8,2022-10-15,18,17,23,17,19,20,0,1
"1954",377,0.48,0.28,0,0.2,0.22,0.5,1,"LITORAL NORTE",2022-11-05,9,2022-10-22,13,11,19,12,14,12,1,1
"1955",440,0.77,0.77,0,0,0.42,0,0,"LITORAL NORTE",2022-11-05,10,2022-10-29,16,10,27,14,20,16,1,1
"1956",503,9.51,1.31,8.2,0,-0.18,-0.95,17,"LITORAL NORTE",2022-11-05,11,2022-11-05,17,6,37,12,22,34,0,1
"1957",1574,2.15,0.55,0,1.6,-0.18,0.95,4,"LITORAL NORTE",2022-12-10,8,2022-11-19,45,40,55,43,47,41,0,1
"1958",1637,4.41,0.81,0,3.6,-0.18,0.95,8,"LITORAL NORTE",2022-12-10,9,2022-11-26,44,36,57,41,47,36,0,1
"1959",1700,2.31,2.11,0,0.2,0.22,0.5,1,"LITORAL NORTE",2022-12-10,10,2022-12-03,44,28,79,37,53,43,1,1
"1960",1763,12.64,4.84,0,7.8,-0.18,0.95,23,"LITORAL NORTE",2022-12-10,11,2022-12-10,48,14,138,33,69,25,0,1
"1961",2834,0.26,0.26,0,0,0.42,0,0,"LITORAL NORTE",2023-01-28,8,2023-01-07,14,12,18,13,15,14,1,1
"1962",2897,0.38,0.38,0,0,0.42,0,0,"LITORAL NORTE",2023-01-28,9,2023-01-14,20,17,25,18,21,20,1,1
"1963",2960,1.5,0.9,0.6,0,0.22,-0.5,3,"LITORAL NORTE",2023-01-28,10,2023-01-21,14,7,27,11,18,17,1,1
"1964",3023,8.04,1.44,6.6,0,-0.18,-0.95,15,"LITORAL NORTE",2023-01-28,11,2023-01-28,13,3,37,8,19,28,0,1
"1965",2078,2.06,0.26,0,1.8,-0.58,1,3,"LITORAL NORTE",2023-02-18,8,2023-01-29,31,29,35,30,32,28,0,0
